timestamp,configuration,trial,execution_time_ms,energy_J,avg_current_mA,peak_current_mA
1770793500.867421,classical_ecdh_software,0,0.3749999450519681,,,
1770793500.867958,classical_ecdh_software,1,0.37754199001938105,,,
1770793500.8683689,classical_ecdh_software,2,0.37925003562122583,,,
1770793500.8687732,classical_ecdh_software,3,0.3777500241994858,,,
1770793500.869175,classical_ecdh_software,4,0.37758308462798595,,,
1770793500.8695838,classical_ecdh_software,5,0.3855419345200062,,,
1770793500.869987,classical_ecdh_software,6,0.37991697899997234,,,
1770793500.870392,classical_ecdh_software,7,0.37699996028095484,,,
1770793500.870796,classical_ecdh_software,8,0.3786659799516201,,,
1770793500.8711941,classical_ecdh_software,9,0.3767500165849924,,,
1770793500.871598,classical_ecdh_software,10,0.38233399391174316,,,
1770793500.872007,classical_ecdh_software,11,0.3827909240499139,,,
1770793500.87241,classical_ecdh_software,12,0.3796250093728304,,,
1770793500.872816,classical_ecdh_software,13,0.38225005846470594,,,
1770793500.873218,classical_ecdh_software,14,0.37949997931718826,,,
1770793500.873636,classical_ecdh_software,15,0.39741594810038805,,,
1770793500.874036,classical_ecdh_software,16,0.3795420052483678,,,
1770793500.87444,classical_ecdh_software,17,0.3838750999420881,,,
1770793500.874841,classical_ecdh_software,18,0.37883303593844175,,,
1770793500.875243,classical_ecdh_software,19,0.3819590201601386,,,
1770793500.87573,classical_ecdh_software,20,0.46512496192008257,,,
1770793500.876232,classical_ecdh_software,21,0.4232909996062517,,,
1770793500.87665,classical_ecdh_software,22,0.37991709541529417,,,
1770793500.8770618,classical_ecdh_software,23,0.3815420204773545,,,
1770793500.877472,classical_ecdh_software,24,0.38341700565069914,,,
1770793500.8778791,classical_ecdh_software,25,0.3807919565588236,,,
1770793500.878284,classical_ecdh_software,26,0.3817090764641762,,,
1770793500.8786922,classical_ecdh_software,27,0.3827499458566308,,,
1770793500.8790982,classical_ecdh_software,28,0.3762500127777457,,,
1770793500.8795002,classical_ecdh_software,29,0.3813749644905329,,,
1770793500.879902,classical_ecdh_software,30,0.3802080173045397,,,
1770793500.880352,classical_ecdh_software,31,0.4243329167366028,,,
1770793500.8807528,classical_ecdh_software,32,0.37891592364758253,,,
1770793500.8811572,classical_ecdh_software,33,0.3826660104095936,,,
1770793500.881558,classical_ecdh_software,34,0.3780410625040531,,,
1770793500.8819578,classical_ecdh_software,35,0.3790829796344042,,,
1770793500.8823628,classical_ecdh_software,36,0.3813749644905329,,,
1770793500.882773,classical_ecdh_software,37,0.38700003642588854,,,
1770793500.8831701,classical_ecdh_software,38,0.3765840083360672,,,
1770793500.8835661,classical_ecdh_software,39,0.37595804315060377,,,
1770793500.8839629,classical_ecdh_software,40,0.3750000614672899,,,
1770793500.884367,classical_ecdh_software,41,0.37525000516325235,,,
1770793500.884777,classical_ecdh_software,42,0.38245797622948885,,,
1770793500.885194,classical_ecdh_software,43,0.39066688623279333,,,
1770793500.885599,classical_ecdh_software,44,0.380708952434361,,,
1770793500.885996,classical_ecdh_software,45,0.3749170573428273,,,
1770793500.886395,classical_ecdh_software,46,0.37812499795109034,,,
1770793500.886791,classical_ecdh_software,47,0.37558400072157383,,,
1770793500.8871858,classical_ecdh_software,48,0.37520797923207283,,,
1770793500.887583,classical_ecdh_software,49,0.37658296059817076,,,
1770793500.887981,classical_ecdh_software,50,0.37804199382662773,,,
1770793500.8883798,classical_ecdh_software,51,0.3789999755099416,,,
1770793500.888779,classical_ecdh_software,52,0.37895794957876205,,,
1770793500.889183,classical_ecdh_software,53,0.3835840616375208,,,
1770793500.8895879,classical_ecdh_software,54,0.37845794577151537,,,
1770793500.889985,classical_ecdh_software,55,0.3774160286411643,,,
1770793500.890387,classical_ecdh_software,56,0.3795420052483678,,,
1770793500.890786,classical_ecdh_software,57,0.37970789708197117,,,
1770793500.8911848,classical_ecdh_software,58,0.3784999717026949,,,
1770793500.891638,classical_ecdh_software,59,0.40316698141396046,,,
1770793500.892065,classical_ecdh_software,60,0.40558294858783484,,,
1770793500.8924859,classical_ecdh_software,61,0.39674993604421616,,,
1770793500.892886,classical_ecdh_software,62,0.3785829758271575,,,
1770793500.893287,classical_ecdh_software,63,0.3808330511674285,,,
1770793500.893686,classical_ecdh_software,64,0.37708296440541744,,,
1770793500.894089,classical_ecdh_software,65,0.37925003562122583,,,
1770793500.894489,classical_ecdh_software,66,0.3779589897021651,,,
1770793500.89489,classical_ecdh_software,67,0.38054108154028654,,,
1770793500.895293,classical_ecdh_software,68,0.38141594268381596,,,
1770793500.8956969,classical_ecdh_software,69,0.383291975595057,,,
1770793500.8961,classical_ecdh_software,70,0.38108404260128736,,,
1770793500.896499,classical_ecdh_software,71,0.37833303213119507,,,
1770793500.8969011,classical_ecdh_software,72,0.38045807741582394,,,
1770793500.897305,classical_ecdh_software,73,0.38291700184345245,,,
1770793500.897708,classical_ecdh_software,74,0.3789999755099416,,,
1770793500.898109,classical_ecdh_software,75,0.3796250093728304,,,
1770793500.8985112,classical_ecdh_software,76,0.37875003181397915,,,
1770793500.898911,classical_ecdh_software,77,0.37925003562122583,,,
1770793500.899329,classical_ecdh_software,78,0.397083000279963,,,
1770793500.8997262,classical_ecdh_software,79,0.3750829491764307,,,
1770793500.900123,classical_ecdh_software,80,0.37591694854199886,,,
