configuration,trials,mean_time_ms,std_time_ms,min_time_ms,max_time_ms,time_overhead_vs_classical_pct
classical_ecdh_software,200,0.3859962068963796,0.012640423555526959,0.3743330016732216,0.4651249619200825,0.0
pqc_mlkem_software_ML-KEM-512,200,0.021633060998283278,0.0004951366546654435,0.020605819299817,0.0234624999575316,-94.39552497880098
